Year(Release_Date),Publisher(s),Count(*)
2012,"Bit Planet Games, LLC",2
2012,"bitComposer Games",5
2012,"Bithell Games",1
2012,"BitSits Games",1
2012,"Black Forest Games",3
2012,"Black Market Games",2
2012,"Black Pants Studio",2
2012,"Blackcow Studios",1
2012,"Blendo Games",1
2012,"BlinkWorks Media",1
2012,"BlueGiant Interactive",2
2012,"Bohemia Interactive",8
2012,"Bootsnake Games",1
2012,"Bounce Entertainment ",1
2012,"Brain Candy",1
2012,"Brandon Brizzi",1
2012,Brawsome,1
2012,Capcom,20
2012,"Capcom Co. Ltd",1
2012,"Capcom U.S.A., Inc",1
2012,"Capcom U.S.A., Inc.",42
2012,"Capybara Games",3
2012,"Carbon Games",6
2012,"Carpe Fulgur LLC",1
2012,"CD PROJEKT RED",1
2012,"Charlie's Games",2
2012,"Charlies Games",2
2012,Chillingo,4
2012,"Christine Love",2
2012,Chucklefish,1
2012,"CI Games",3
2012,"Cipher Prime Studios",5
2012,"Cobra Mobile",3
2012,Codemasters,16
2012,"Coffee Stain Studios",2
2012,Cosmi,3
2012,"Crankshaft Games",2
2012,CSR-Studios,1
2012,"Curve Digital",1
2012,"Curve Studios",2
2012,"Cyan Worlds",1
2012,Cyanide,2
2012,"Cyanide Studio",7
2012,"CyberSports Ltd",1
2012,"Daedalic Entertainment",10
2012,"Dark Artz Entertainment",1
2012,"Data Realms",1
2012,"Data Realms, LLC",1
2012,"David Williamson",1
2012,"Daybreak Game Company",5
2012,"Days of Wonder",9
2012,"Dead Mage",1
2012,"Deep Silver",31
2012,Degica,1
2012,"Devolver Digital",5
2012,"Digital Tribe",4
2012,"Digital Tribes",1
2012,"Disney Interactive",2
2012,DotEmu,1
2012,"Double Fine Productions",5
2012,"Doublesix Games",5
2012,"Dovetail Games - Trains",132
2012,"DrinkBox Studios",1
2012,Dvaput,3
2012,"Eden Industries",3
2012,"Edmund McMillen",1
2012,"Edmund McMillen, Florian Himsl",1
2012,"Electronic Arts",9
2012,"Empty Clip Studios",1
2012,Engient,1
2012,"Evolved Games",1
2012,"EXOR Studios",2
2012,"exosyphen studios",2
2012,"Eyebrow Interactive",1
2012,Fatshark,4
2012,"Feral Interactive (Linux)",3
2012,"Feral Interactive (Mac)",26
2012,"Firefly Studios",1
2012,"Flying Wild Hog",2
2012,"Focus Home Interactive",22
2012,"Freebird Games",2
2012,Frogwares,2
2012,"Fruitbat Factory",2
2012,Funcom,3
2012,"Future Studios",1
2012,Futuremark,5
2012,"G-Boot Games",1
2012,"Gaijin Entertainment Corporation",4
2012,"Gaijin Games",4
2012,"Gambitious Digital Entertainment",2
2012,"Game Factory Interactive",4
2012,Gamersfirst,5
2012,"Games Farm",2
2012,"Gaslamp Games, Inc.",2
2012,"Giants Software",2
2012,"Gravity Interactive",1
2012,"Hanako Games",2
2012,"Hassey Enterprises, Inc.",1
2012,"Headup Games",4
2012,"Her Interactive",3
2012,"Hi-Rez Studios",1
2012,"Hitbox Team",1
2012,"Human Head Studios",1
2012,"Iceberg Interactive",7
2012,IllFonic,1
2012,"Illwinter Game Design",1
2012,"increpare games",1
2012,IndiePub,2
2012,"inner seas",1
2012,"Interplay Inc.",1
2012,"Introversion Software",2
2012,"inXile Entertainment",6
2012,"IonFX Studios",1
2012,IPACS,1
2012,ISOTX,1
2012,Jagex,1
2012,"Joakim Sandberg",2
2012,"Just a Game",1
2012,Kabam,1
2012,"Kalypso Media Digital",29
2012,"Karateka LLC",1
2012,"Keen Software House",3
2012,"KISS ltd",2
2012,"Klei Entertainment",1
2012,KochMedia,1
2012,"Kyle Pulver",1
2012,"Larian Studios",3
2012,"Lawrence Russell",1
2012,"Level Up Labs",2
2012,"Longbow Games",2
2012,"Love Conquers All Games",2
2012,LucasArts,2
2012,Lucasfilm,2
2012,"LudoCraft Ltd.",1
2012,"Lunar Giant Studios",1
2012,"Mad Catz",8
2012,MAQL,1
2012,Marvelous,1
2012,Meridian4,9
2012,"Microsoft Studios",7
2012,mif2000,1
2012,"Might and Delight",1
2012,"Mike Bithell",1
2012,"Misfits Attic",2
2012,"Missing Link Games",4
2012,"Mode 7",1
2012,Mrray,1
2012,MumboJumbo,7
2012,"Muse Games",3
2012,"N3V Games",2
2012,"NAMCO BANDAI Games",9
2012,"Neko Entertainment",1
2012,"Nevercenter Ltd. Co.",3
2012,"New Star Games",1
2012,"Nexon America Inc.",10
2012,"Nicolas Games",1
2012,"Nimbly Games",1
2012,"NIS America",10
2012,"Nordic Games",26
2012,"Nyu Media",8
2012,"Okugi Studio",2
2012,"Okugi Sudio",1
2012,"OP Productions",2
2012,"OP Productions LLC",2
2012,"ORiGO GAMES",1
2012,"Owlchemy Labs",1
2012,"Pantera Entertainment",1
2012,"Paradox Interactive",72
2012,"Penny Arcade, Inc.",1
2012,"Perfect World",2
2012,"Perfect World Entertainment",8
2012,PikPok,1
2012,Pilgway,1
2012,"Pixelante Game Studios",1
2012,"PomPom Games",1
2012,PopCap,1
2012,Positech,2
2012,"Positech Games",3
2012,"Psyop Games",1
2012,"Puppy Games",3
2012,"Puppy Punch Productions",1
2012,"Q-Games, Ltd.",2
2012,"Rails Simulator Development",2
2012,RailSimulator.com,137
2012,Rebellion,4
2012,"Remedy Entertainment",3
2012,"Remedy Entertainment Ltd.",1
2012,"Retro Affect",2
2012,"Reverb Publishing",5
2012,"Reverb Triple XP",2
2012,RichMakeGame,1
2012,Ripstone,1
2012,"Robot Entertainment",13
2012,"Rock Hippo Productions",3
2012,"Rockstar Games",5
2012,"Ronimo Games",24
2012,"Rubicon Development",2
2012,"Runic Games",1
2012,"Running With Scissors",2
2012,"Sakari Games",1
2012,Satshark,1
2012,SEGA,49
2012,"Serious Brothers",2
2012,"Shiver Games",2
2012,Shovsoft,1
2012,Sidhe,1
2012,"Sigma Team Inc.",1
2012,SimBin,3
2012,"Slitherine Ltd.",1
2012,SMP,1
2012,"Smudged Cat Games Ltd",2
2012,"Soldak Entertainment",3
2012,"Sony Online Entertainment",6
2012,"Sos Mikolaj Kaminski",1
2012,"Spaces of Play",1
2012,"Spiderweb Software",5
2012,"Spiral Game Studios",2
2012,"Spooky Squid Games",1
2012,"Spooky Squid Games Inc.",1
2012,"Spry Fox LLC",1
2012,"Square Enix",28
2012,"SQUARE ENIX, Eidos Interactive",53
2012,"Stardock Entertainment",7
2012,"StarWraith 3D Games LLC",2
2012,"Strategy First",2
2012,"Subatomic Studios LLC",1
2012,"Subset Games",1
2012,"Superflat Games",1
2012,"SuperVillain Studios",1
2012,"TaleWorlds Entertainment",2
2012,TAO,1
2012,"Team17 Digital Ltd",4
2012,"Telltale Games",2
2012,"Teotl Studios",1
2012,"Terry Cavanagh",1
2012,"The Behemoth",4
2012,"The Chinese Room",1
2012,"The Sleeping Machine",3
2012,thechineseroom,1
2012,"Three Rings",1
2012,"Tiger Style",1
2012,"Tomorrow Corporation",1
2012,Topware,2
2012,"Topware Interactive",7
2012,"Torn Banner Studios",1
2012,"Toxic Games",3
2012,"TREK Industries",2
2012,"Trendy Entertainment",16
2012,"Tribute Games",1
2012,"Tribute Games Inc.",1
2012,"Tripwire Interactive",13
2012,"Turtle Cream",1
2012,"Uber Entertainment",5
2012,Ubisoft,153
2012,"Unigine Corp.",2
2012,"Unigine LLC.",2
2012,"Unknown Worlds Entertainment",4
2012,"UTV Ignition Entertainment",1
2012,Valve,2
2012,VBlank,1
2012,"Vblank Entertainment, Inc.",1
2012,"Viva Media",4
2012,Vlambeer,1
2012,"Wadjet Eye Games",7
2012,"Warner Bros. Interactive Entertainment",54
2012,Webzen,1
2012,"Wizards of the Coast",2
2012,"Wizards of the Coast LLC",42
2012,"WXP Games, LLC",3
2012,"Xibalba Studios",1
2012,XSEED,3
2012,YouNeedABudget.com,1
2012,"YoYo Games Ltd.",11
2013,"11 bit studios",5
2013,"1337 Games",6
2013,17-BIT,1
2013,1C-777,16
2013,1C-SoftClub,2
2013,"2 Dawn Studios",1
2013,"22 Cans",1
2013,"22cans Ltd.",1
2013,"24 Caret Games",1
2013,"2K Games",48
2013,2Play,1
2013,"3 Sprockets",1
2013,3909,1
2013,"505 Games",16
2013,"8888888 LABS",1
2013,"9heads Game Studios",1
2013,@unepic_fran,1
2013,Aartform,1
2013,"Abbey Games",1
2013,ACE,2
2013,"Ackk Studios",2
2013,"Active Gaming Media, Inc.",2
2013,Activision,52
2013,"Adam Foster",1
2013,"Adult Swim Games",6
2013,"Aeria Games",7
2013,"Aerosoft GmbH",1
2013,"Agharta Studio",1
2013,"AGM PLAYISM",3
2013,Allegorithmic,2
2013,"Ambient Design Ltd",1
2013,"AMPLITUDE Studios",3
2013,"Analgesic Productions",1
2013,"Analgesic Productions LLC",1
2013,"Andrii Vintsevych",1
2013,Ankama,1
2013,"Apogee Software",2
2013,"Arachnid Games",1
2013,"Arcen Games",4
2013,"Arcen Games, LLC",6
2013,"Archive Entertainment",1
2013,Array,4
2013,"articy Software GmbH & Co. KG",3
2013,"Artifice Studio",1
2013,Artplant,1
2013,"Aspyr (Mac & Linux)",29
2013,"Aspyr (Mac and Linux)",2
2013,"Aspyr (Mac)",6
2013,"Aspyr (Mac, Linux)",1
2013,"Aspyr Media, Inc.",1
2013,"astragon Software GmbH",1
2013,Atari,5
2013,"Atari Inc.",1
2013,"Aterdux Entertainment",1
2013,ATLUS,4
2013,"Auroch Digital",1
2013,"Autumn Games",6
2013,Aventurine,1
2013,"Awesome Games Studio",1
2013,"Axis Game Factory",4
2013,"Axis Game Factory LLC",3
2013,"Axis Game Factory, LLC",1
2013,"BANDAI NAMCO Entertainment",16
2013,"BANDAI NAMCO Games",7
2013,"BattleGoat Studios",1
2013,Beamdog,3
2013,"BeautiFun Games",1
2013,BetaDwarf,2
2013,"Bethesda Softworks",4
2013,"Big Robot Ltd",1
2013,"Bigben Interactive",3
2013,"Binary Fortress Software",1
2013,"bitComposer Games",9
2013,"Black Forest Games",1
2013,"Black Maple Games",1
2013,"Blackmill Games",1
2013,"Blazing Griffin Ltd.",2
2013,Bleank,1
2013,"Blockland LLC",1
2013,"Blue Bottle Games",3
2013,"BlueGiant Interactive",1
2013,"Bohemia Interactive",9
2013,"Born Ready Games",5
2013,"Born Ready Games Ltd.",1
2013,"Bossa Studios",1
2013,BrainDistrict,1
2013,BulkyPix,2
2013,"ByteRockers' Articy GmbH & Co. KG",3
2013,"Cadenza Interactive",2
2013,Cakewalk,15
2013,Capcom,31
2013,"Capcom U.S.A., Inc",6
2013,"Capcom U.S.A., Inc.",9
2013,"Carbon Games",2
2013,"Cardboard Computer",1
2013,"Carlsen Games",1
2013,"Cellar Door Games",1
2013,"Chad Alan Cuddigan",1
2013,"Chasing Carrots",2
2013,"Cherry Pop Games",1
2013,"Christine Love",2
2013,Chucklefish,3
2013,"CI Games",5
2013,"CINEMAX, s.r.o.",1
2013,"Cipher Prime Studios",2
2013,Clickteam,1
2013,"Cliffhanger Productions",4
2013,"Code Avarice",1
2013,"Codebrush Games",1
2013,Codemasters,21
2013,"Coffee Stain Studios",6
2013,Crackshell,1
2013,"Crate Entertainment",1
2013,"Crescent Moon Games",1
2013,"Crocodile Entertainment",1
2013,"Crunching Koalas",1
2013,"Curve Digital",2
2013,"Curve Studios",3
2013,Cyanide,1
2013,"Cyanide Studio",2
2013,"D3 Go!",2
2013,"D3 Publisher",9
2013,"D3Publisher of America, Inc.",10
2013,"Daedalic Entertainment",14
2013,Daikatana,1
2013,DarkGod,2
2013,"Days of Wonder",5
2013,"Dead Shark Triplepunch",1
2013,"Deep Silver",41
2013,Degica,27
2013,Demruth,1
2013,"Devolver Digital",10
2013,"Digerati Distribution",1
2013,"Digital Eel",2
2013,"Digital Extremes",6
2013,"Digital Leisure Inc.",3
2013,"Digital Tribe",6
2013,"Dischan Media",1
2013,"DnS Development",2
2013,DotEmu,1
2013,"Double Eleven",4
2013,"Double Eleven Limited",2
2013,"Double Fine Productions",4
2013,"Dovetail Games - Trains",126
2013,Dreamatrix,2
2013,"DrinkBox Studios",1
2013,"Droqen's Games",1
2013,"Dylan Fitterer",1
2013,"Eden Industries",2
2013,Egosoft,4
2013,EightyEightGames,1
2013,"Electronic Arts",4
2013,Encore,1
2013,"Endless Loop Studios",1
2013,"Endlessfluff Games",1
2013,"Entheogen Studios LLC",2
2013,"Escape Hatch Entertainment, LLC",1
2013,Eutechnyx,3
2013,"EXOR Studios",2
2013,"exosyphen studios",5
2013,"Facepalm Games",1
2013,"Facepunch Studios",1
2013,"Fantasy Flight Publishing, Inc.",1
2013,"FarSight Studios",5
2013,"Feral Interactive (Linux)",98
2013,"Feral Interactive (Mac)",124
2013,"Final Boss Entertainment",1
2013,"Fire hose Games",2
2013,"Firebrand Games",1
2013,"Firefly Studios",5
2013,"Fish Eagle",5
2013,"FIX Games, Co. LTD",1
2013,"FIX Korea",1
2013,"FIX Korea, Co.LTD",1
2013,"Flippfly LLC",1
2013,"Flyleap Studios Pty. Ltd.",1
2013,Focus,1
2013,"Focus Home Interactive",17
2013,"Forever Entertainment S. A.",5
2013,"Frictional Games",1
2013,"Frima Studio",1
2013,Frogwares,2
2013,Frozenbyte,2
2013,"Fruitbat Factory",4
2013,"Full Control",1
2013,"Full Control Studios",1
2013,Funcom,3
2013,Futuremark,4
2013,"Gaijin Entertainment",16
2013,"Gaijin Games",5
2013,"Galactic Cafe",2
2013,"Gambitious Digital Entertainment",1
2013,"Gamepot, Inc.",3
2013,Gamersfirst,2
2013,"Games Farm",2
2013,"Games Foundry ",2
2013,"Gazillion Entertainment",8
2013,"Geeta Games",1
2013,"Geoff Keighley",1
2013,"Going Loud Studios",1
2013,"Goldhawk Interactive",1
2013,"Gravity Interactive",7
2013,"Greenheart Games",2
2013,"Grinding Gear Games",2
2013,"Hanako Games",1
2013,"Harebrained Holdings",1
2013,"Headup Games",2
2013,"Hello Games",2
2013,"Her Interactive",1
2013,"Hi-Rez Studios",2
2013,"Hidden Path Entertainment, Inc.",1
2013,Hitcents,2
2013,I-Illusions,2
2013,"Ian Campbell",1
2013,"Ice-pick Lodge",1
2013,"Iceberg Interactive",6
2013,"Illwinter Game Design",2
2013,Image&Form,2
2013,"Immanitas Entertainment",2
2013,"Immanitas Entertainment GmbH",2
2013,"Impromptu Games",1
2013,"Indie Stone Studios",1
2013,"Inky Mind UK",2
2013,"Interceptor Entertainment",3
2013,"Internal Games",1
2013,"inXile Entertainment",2
2013,"iPi Soft",2
2013,"Iron Galaxy Studios",2
2013,"Iron Galaxy Studios, LLC",2
2013,"Iron Tower Studio",1
2013,ISOTX,1
2013,"Jackbox Games, Inc.",9
2013,Jagex,2
2013,"Jet Set Games",2
2013,Jigxor,1
2013,"Kalypso Media Digital",30
2013,"Keen Games",1
2013,"Keen Software House",2
2013,Kerberos,5
2013,"Kerberos Productions Inc.",4
2013,"KillHouse Games",1
2013,"KING Art Games",1
2013,"KISS ltd",3
2013,"Kiz Studios",1
2013,"Klei Entertainment",2
2013,KochMedia,1
2013,"KOG Games",1
2013,"Konami Digital Entertainment",3
2013,"Konami Digital Entertainment, Inc.",1
2013,"Kot in Action Creative Artel",2
2013,"Kuno Interactive",1
2013,"Kunos Simulazioni",1
2013,"Larian Studios",1
2013,"Lever Games",1
2013,Libredia,6
2013,"Little Orbit",3
2013,"Logic Artists",1
2013,"Lonely Troops",2
2013,LookAtMyGame,1
2013,"Love Conquers All Games",2
2013,"Lucky Frame",3
2013,Ludochip,1
2013,Ludosity,2
2013,"Lupus Studios",1
2013,"Lupus Studios Limited",1
2013,M2H,1
2013,"Machine Studios",2
2013,"MadMan Theory Games",1
2013,MagicalTimeBean,1
2013,"Majesco Entertainment",2
2013,MAQL,6
2013,"March Entertainment",1
2013,Marvelous,6
2013,MarvelousAQL,2
2013,Mastertronic,5
2013,"Matthew C Cohen",1
2013,Maxistentialism,1
2013,Meridian4,7
2013,"Michael Todd Games",1
2013,"Microsoft Studios",18
2013,"Midnight City",4
2013,"Might and Delight",1
2013,"Milestone S.r.l.",7
2013,"Minor Key Games",1
2013,"Minority Media",2
2013,Mixamo,2
2013,"Monochrome LLC",2
2013,"Monochrome, Inc",2
2013,Mossmouth,1
2013,Mousechief,1
2013,MumboJumbo,3
2013,"N3V Games",6
2013,"Namco Bandai",1
2013,"Namco Bandai Games",19
2013,"Nekki GmbH",1
2013,"Neko Entertainment",6
2013,NeocoreGames,4
2013,"Nether Productions, LLC",1
2013,"Nevigo GmbH",3
2013,"Nexon America Inc.",2
2013,"NGD Studios",2
2013,"Nicolas Games",2
2013,"Night Dive Studios",8
2013,ninagamers,1
2013,Nival,7
2013,"Nocturnal works",1
2013,"Nomad Games",1
2013,"Nomad Games Limited",1
2013,"Nordic Games",34
2013,"North of Earth",1
2013,"Northway Games",1
2013,"Nyu Media",1
2013,"Ohm Force",4
2013,"Origo Games",1
2013,"Out of the Park Developments",1
2013,"Over The Top Games",1
2013,"Owlchemy Labs",1
2013,Panzar,1
2013,"Paradox Interactive",57
2013,"Penny Arcade, Inc.",1
2013,"Perfect World Entertainment",4
2013,"Phoenix Online Publishing",3
2013,"Phoenix Online Studios",3
2013,"Phosphor Games",1
2013,"Phr00t's Software",2
2013,"Plug In Digital",12
2013,"Pocketwatch Games",1
2013,"PolyPusher Studios",1
2013,PopCap,5
2013,"Poppermost Productions",2
2013,Positech,1
2013,"Positech Games",2
2013,"Puppy Games",2
2013,"QCF Design",3
2013,"Quadro Delta",1
2013,"RaceRoom Entertainment AG",2
2013,"Radial Games",1
2013,RailSimulator.com,125
2013,"Rain Games",2
2013,Re-Logic,1
2013,Rebellion,3
2013,"Recoil Games",1
2013,"Red Barrels",1
2013,"Renegade Kid",1
2013,"Replay Games",1
2013,"Reptile Games",1
2013,"Reverb Publishing",16
2013,"Reverb Triple XP",1
2013,"Reverie World Studios, INC",2
2013,"Revolution Software Ltd",1
2013,Ripstone,2
2013,"Rising Star Games",1
2013,"Robot Loves Kitty",1
2013,"Rockin Android",1
2013,"Rockin' Android",1
2013,"Rockstar Games",1
2013,"Roman Syrovatka",1
2013,"rondomedia GmbH",2
2013,"rondomedia Marketing & Vertriebs GmbH",2
2013,"Ronimo Games",26
2013,"Rovio Entertainment Ltd",1
2013,"Rovio Stars",1
2013,RuneStorm,1
2013,"Running With Scissors",2
2013,"Saibot Studios",2
2013,"Sandswept Studios",1
2013,"Santa Ragione",1
2013,"Sauropod Studio",1
2013,"Scientifically Proven",2
2013,Scirra,1
2013,"Screen 7",1
2013,"ScrewAttack Entertainment LLC",1
2013,"Screwfly Studios",1
2013,"SCS Software",8
2013,"Sector3 Studios",2
2013,SEGA,93
2013,ShadowShifters,1
2013,"Shawn McGrath",1
2013,"Shiro Games",1
2013,"Sidhe Interactive",1
2013,SimBin,2
2013,Sixense,1
2013,"Size Five Games",1
2013,Skygoblin,2
2013,"SNK Playmore",2
2013,"Snowbird Games",2
2013,"Songquito UG",4
2013,"Sony Online Entertainment",5
2013,"Sony Online Entertainment, LLC.",1
2013,"Soulid Studio",1
2013,"Space Budgie",1
2013,"Space Bullet Dynamics Corporation",2
2013,sparsevector,1
2013,"Spicy Horse",1
2013,"Spiderweb Software",1
2013,SpikySnail,1
2013,Spotkin,1
2013,Squad,1
2013,square,1
2013,"Square Enix",38
2013,"SQUARE ENIX, Eidos Interactive",46
2013,Stardock,2
2013,"Stardock Entertainment",13
2013,"StarQuail Games",1
2013,"Stoic Studio",4
2013,"Strategy First",1
2013,"Strategy First Inc.",2
2013,"Studio Evil",1
2013,"Stygian Software",1
2013,"Subatomic Studios LLC",1
2013,"Subterranean Games",1
2013,"Surprise Attack",1
2013,"Suspicious Developments",1
2013,"Suspicious Developments Ltd",1
2013,"Swing Swing Submarine",2
2013,Sytexis,2
2013,"Tale of Tales",1
2013,"TASCAM PROFESSIONAL SOFTWARE",3
2013,"Tate Multimedia",2
2013,"Team Psykskallar",1
2013,"Team Reptile",1
2013,"Team17 Digital Ltd",7
2013,Techland,1
2013,"Telltale Games",4
2013,"The Binary Mill",1
2013,"The Bitmap Brothers",1
2013,"The Fighter Collection",9
2013,"The Foundry",1
2013,"The Fullbright Company",1
2013,"The Fun Pimps Entertainment LLC",1
2013,"The Indie Stone",1
2013,"The Men Who Wear Many Hats",1
2013,"The Quantum Astrophysicists Guild",1
2013,"The Writer Zone",1
2013,"Three Donkeys LLC",1
2013,"Three Gates",1
2013,tinyBuild,3
2013,"TIPFIND PTY LTD ATF PD DISTRIBUTION TRUST",1
2013,"Topware Interactive",14
2013,"Torn Banner Studios",1
2013,"Toxic Games",2
2013,Transhuman,1
2013,"Transhuman Design",1
2013,Trapdoor,1
2013,Treexy,1
2013,"Trion Worlds",6
2013,"Trion Worlds, Inc.",1
2013,Triple.B.Titles,1
2013,"Tripwire Interactive",4
2013,"Turtle Sandbox",1
2013,"Twisted Tree",1
2013,"Two Tribes",1
2013,"U.S. Army",2
2013,"Uber Entertainment",1
2013,Ubisoft,101
2013,"Unbound Creations",2
2013,"United Independent Entertainment GmbH",18
2013,"United Soft Media",1
2013,Valve,1
2013,"Versus Evil",1
2013,"Vertigo Gaming",1
2013,"Vertigo Gaming Inc.",1
2013,"Viva Media",4
2013,Vlambeer,1
2013,"Wadjet Eye Games",1
2013,"Wales Interactive",3
2013,"Warner Bros. Interactive Entertainment",20
2013,Webzen,1
2013,"Wild Games Studio",2
2013,WildTangent,1
2013,"Witch Beam",1
2013,"Wizards of the Coast LLC",32
2013,"Wolfire Games",1
2013,XSEED,2
2013,"YoYo Games Ltd.",2
2013,Zachtronics,2
2013,"Zen Studios",1
2013,"Zeptolab UK Limited",1
2013,"Zero Point Software",2
2013,Zynga,1
2014,-,2
2014,"10tons Ltd",1
2014,"11 bit launchpad",1
2014,"11 bit studios",5
2014,"1? Company",1
2014,"1C Company",50
2014,"1C Game Studios",1
2014,"1C Online Games",4
2014,1C-777,2
2014,2DEngine,2
2014,2K,9
2014,"2K Games ",5
2014,2tainment,1
2014,"3 Sprockets",2
2014,30/30,1
2014,3000AD,8
2014,"3D Realms (Apogee Software)",25
2014,"3f Interactive",4
2014,"4PM GAME",2
2014,"505 Games",34
2014,"505 Games Mobile",1
2014,"505 Mobile Games",1
2014,"8-Bit Studio",1
2014,"82 Apps",2
2014,8Floor,2
2014,"9heads Game Studios",4
2014,"?? (Ju Cai)",3
2014,@unepic_fran,1
2014,"A Jolly Corpse",1
2014,"AAD Productions",1
2014,"Aardman Animations",1
2014,"Aaron Dordi",1
2014,"Aartform Games",1
2014,"Above and Beyond Technologies",1
2014,"Acid Wizard Studio",1
2014,"Active Gaming Media, Inc.",2
2014,Activision,87
2014,"Actual Tools",1
2014,"Adam Spragg",2
2014,"Adult Swim Games",4
2014,"Adventure Productions",1
2014,"Adventurepro Games LLC",2
2014,"Aeria Games",3
2014,"Aerosoft GmbH",31
2014,"Agent Mega",2
2014,"AGM PLAYISM",9
2014,AHEARTFULOFGAMES,1
2014,"Alan Edwardes",1
2014,"Alastair John Jack",1
2014,"Aldorlea Games",6
2014,"Alfred Lam",1
2014,Alientrap,1
2014,Alkemi,2
2014,Allegorithmic,5
2014,"ALLPlayer Group Ltd.",2
2014,"Almost Human Games",1
2014,"Alternative Software Ltd",1
2014,"AMPLITUDE Studios",4
2014,"Andy Wallace",1
2014,"Angry Engineers Entertainment",1
2014,"Angry Mob Games",1
2014,"Ankama Games",8
2014,"Ansimuz Games",1
2014,"Antanas Marcelionis",1
2014,"Aperture Tag Team",1
2014,"Apparition Games",1
2014,"Application Systems Heidelberg",1
2014,"Arcen Games, LLC",4
2014,"Archetype Global",2
2014,"Arctic Anteater",1
2014,"Artem Kotov",4
2014,"Artery Games",3
2014,"Artifex Mundi",24
2014,"Artifex Mundi sp. z o.o.",22
2014,Artnumeris,1
2014,"Aspyr (Mac & Linux)",7
2014,"Aspyr (Mac and Linux)",2
2014,"Aspyr (Mac)",2
2014,"Aspyr (Mac, Linux)",3
2014,"Aspyr (Mac,Linux)",1
2014,"Asteristic Game Studio",1
2014,"astragon Entertainment GmbH",5
2014,"astragon Software GmbH",5
2014,"Astral Byte",3
2014,Atapki,1
2014,Atari,7
2014,ATLUS,7
2014,"Atlus U.S.A., Inc. ",1
2014,Autodesk,3
2014,"Autumn Games",4
2014,"Avalanche Studios",1
2014,"Avatar Creations",2
2014,"Avenged Sevenfold",1
2014,"Avidly Wild Games",2
2014,"Awesome Games Studio",3
2014,AwesomeBlade,2
2014,"Awoker Games",1
2014,"Axis Game Factory LLC",2
2014,"Axyos Games",1
2014,"Ayyo Games",2
2014,"b-alive gmbh",10
2014,"Backstab Games",1
2014,"BadFly Interactive, a.s.",2
2014,"Badland Studio",1
2014,"BANDAI NAMCO Entertainement",3
2014,"BANDAI NAMCO Entertainment",21
2014,"BANDAI NAMCO Games",19
2014,"BANDAI NAMCO Games Europe",1
2014,"Basilisk Games",2
2014,"Bat Country Games, LLC",1
2014,"Batterystaple Games",1
2014,"BattleGoat Studios",3
2014,"BBEW BBEW, LLC",3
2014,Beamdog,1
2014,"Bedtime Digital Games",2
2014,"Benjamin Bryant",1
2014,"Bernt Andreas Eide",1
2014,"Berserk Games",1
2014,"Best Way Soft",2
2014,BetaDwarf,1
2014,"Bethesda Game Studios",1
2014,"Bethesda Softworks",6
2014,"Biart Company LLC",4
2014,"Big Ant Studios",3
2014,"Big Ant Studios (Steam)",1
2014,"Big Robot Ltd",1
2014,"Bigben Interactive",4
2014,"Bigger Boat",1
2014,BigSims.com,1
2014,"Bill and Eli Productions",2
2014,"Binary Takeover",1
2014,"Bit Planet Games, LLC",1
2014,"Bitbox Games",2
2014,"Bitbox Ltd.",1
2014,"Bitbox S.L.",2
2014,"bitComposer Games",10
2014,"BiteTheBytes GmbH",1
2014,"BitMonster, Inc.",2
2014,"bitSmith Games",1
2014,"Black Curtain Studio",1
2014,"Black Forest Games",3
2014,"Black Maple Games",1
2014,"Black Pants Studio",1
2014,"Black Shell Media",1
2014,"BlackMoon Design ",1
2014,"Blackpowder Games",3
2014,blamedrop,1
2014,BlankMediaGames,1
2014,"Blazing Griffin Ltd",2
2014,"Blind Mind Studios",1
2014,"Bloober Team",1
2014,"Bloober Team SA",1
2014,"Blue Bottle Games",1
2014,"Blue Label Studio",1
2014,"Blue Mammoth Games",1
2014,"BlueLine Games",6
2014,Bluestrike,1
2014,"Bohemia Interactive",9
2014,"Bombdog Studios",2
2014,"Bongfish GmbH",2
2014,"Born Ready Games",1
2014,"Bossa Studios",1
2014,"Brace Yourself Games",1
2014,"Brandon Brizzi",1
2014,Breakfall,3
2014,"Bretwalda Games",2
2014,"Brightside Games",1
2014,"Brilliant Skies Ltd.",1
2014,"Brisk Mobile Inc",1
2014,"Broken Rules",2
2014,Bugbear,2
2014,"Buka Entertainment",27
2014,BulkyPix,14
2014,"Burian Media Enterprises",2
2014,Caiysware,3
2014,Cakewalk,69
2014,"Candescent Games, Inc",1
2014,candyrocketstudio,2
2014,Capcom,15
2014,"Capybara Games",3
2014,"Carlos Coronado",2
2014,"Cartoon Network Games",5
2014,"Case in Point Studios, LLC",1
2014,"Castle Pixel, LLC.",2
2014,"Causal Bit Games Inc.",1
2014,"CBE software s.r.o.",4
2014,CCG,2
2014,CCP,8
2014,"CD PROJEKT RED",1
2014,"Celestial Games",1
2014,"Celsius Game Studios",1
2014,"Chainsawesome Games",2
2014,"Chaosoft Games",1
2014,"Chasing Carrots",1
2014,Cheritz,4
2014,"Chicken in The Corn",1
2014,"Choice of Games",20
2014,"Choice Provisions",1
2014,"Chromatic Dream",1
2014,"Chronic Logic",2
2014,"Chubby Pixel",1
2014,Chucklefish,1
2014,"CI Games",8
2014,Cinemaware,2
2014,Clickteam,1
2014,"Clickteam LLC",1
2014,"Cliffhanger Productions",1
2014,"Climax Group",1
2014,CMI,1
